spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.9959615743959033
1,0,0,1,0,1,1,1,1,0,1,1,0,1,0.9940194350061183
1,1,0,1,1,0,1,1,0,0,1,1,1,1,0.7019410533231504
0,0,1,1,1,0,1,1,1,0,1,0,0,1,0.0018928599459443656
0,0,0,0,1,1,1,0,1,0,0,0,1,1,0.006970852046146854
1,1,1,1,0,1,1,1,1,1,1,1,0,0,0.1816736006069591
1,0,0,1,1,0,1,0,0,1,1,1,0,1,0.9940053142867936
0,0,1,0,1,0,0,1,1,0,0,0,1,1,0.030760618746784124
1,1,0,1,1,0,0,0,0,0,0,0,1,1,0.995049814401995
1,1,1,1,0,1,0,1,0,1,0,0,1,1,0.9940874020271133
1,1,0,1,0,0,1,1,1,1,1,0,1,1,0.9980917728934058
0,0,1,0,0,0,0,1,1,0,1,1,0,1,0.0010358576939041252
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.9921075047250015
1,0,0,0,0,1,0,1,1,1,0,1,0,1,0.9920837077559161
0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.0028708519279970045
0,0,1,1,0,1,1,0,1,0,0,1,1,0,0.0059612245009390994
1,1,0,1,1,1,0,0,0,0,1,1,0,1,0.993092880804111
0,1,1,1,1,0,0,0,1,0,0,1,1,0,0.008856950666798006
1,0,1,1,1,0,1,0,0,1,0,1,1,0,0.9940646948116889
0,0,1,1,0,0,1,0,1,1,1,0,0,0,0.006997618715376706
1,0,1,0,0,0,1,0,0,0,1,1,0,1,0.10236705615653123
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9939937082313871
1,1,0,1,0,0,1,1,0,1,0,0,1,1,0.997064883233484
0,1,0,1,0,0,0,1,0,1,0,1,0,1,0.003082372474091393
0,0,1,0,1,1,0,0,1,1,0,0,0,1,0.0059298972031245996
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.008923442082278068
0,1,1,1,1,1,0,1,0,0,1,1,0,0,0.01882856601763992
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.9940583279539181
1,0,0,1,1,1,1,0,0,1,1,1,0,0,0.994061837828813
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.9940362070620297
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9940908163327004
1,0,1,0,1,1,0,1,1,0,0,0,1,1,0.9931196286682876
1,0,0,1,0,1,1,1,0,1,0,0,1,0,0.9940826662548471
1,0,0,1,1,0,0,0,0,1,0,1,1,1,0.994061468800911
1,1,0,1,0,0,0,1,0,1,0,1,1,1,0.9970036266966762
0,1,1,1,0,0,0,1,0,0,1,0,0,1,0.0040253500739389
0,0,1,1,1,1,0,0,1,0,1,0,1,0,0.006941895003651231
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.9979601655775857
0,1,1,0,1,1,1,1,1,0,0,1,0,1,0.013914935870512221
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.005978103433237836
0,1,0,0,1,0,0,1,0,0,1,1,1,0,0.010936676294575875
0,0,0,0,1,1,0,0,0,0,0,1,1,0,0.006949943884872258
0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.002991223415208208
0,1,0,0,0,0,0,0,1,0,1,0,1,1,0.010828358708111621
1,0,1,1,0,1,0,1,1,1,1,0,1,0,0.9921363641308537
0,1,0,1,1,0,0,1,0,0,1,0,1,0,0.008912935786129702
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.01285621379336166
1,1,0,0,0,1,0,0,0,1,0,1,0,0,0.9920533147804047
0,1,1,1,1,1,0,1,0,1,1,0,0,1,0.01883075656165947
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0.006971095364834919
1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.9930679530187052
