spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.994036973364934
1,1,0,1,0,0,1,0,1,1,1,1,0,0,0.9970432411019011
1,1,0,0,0,0,0,1,0,1,0,1,1,1,0.9931068073052559
1,1,1,0,0,0,1,1,1,1,1,0,0,1,0.9940262054088729
1,1,0,0,1,1,0,0,1,0,1,0,1,0,0.9939987593036969
1,0,1,0,0,1,1,1,1,0,1,1,0,0,0.9929911845768938
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.9920450130125115
0,1,0,1,1,0,0,1,1,0,1,1,1,0,0.008932004736643606
1,0,1,0,1,0,1,1,0,0,0,1,0,0,0.9941456972823923
0,1,1,0,1,1,1,0,0,1,1,0,1,1,0.01385759674102923
0,0,1,1,0,1,0,1,0,0,0,0,1,1,0.00688952104293676
0,1,1,1,0,0,1,0,0,1,1,1,1,1,0.0029523983016054244
1,0,1,1,1,0,0,0,0,0,1,1,0,1,0.9940331118565009
0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.00706940060584483
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9920437837136147
0,0,1,0,1,0,0,1,1,1,1,0,0,1,0.02983094952403377
1,1,0,1,1,1,1,0,0,1,0,1,1,0,0.9919505210700407
0,1,1,0,0,0,1,0,0,1,1,0,0,1,0.018850254694038837
1,0,1,0,1,1,0,1,1,0,1,1,0,1,0.9920963369447104
0,1,0,1,1,1,1,1,1,1,1,1,1,0,0.01489307931572328
1,1,1,0,0,1,0,1,0,1,1,1,0,1,0.9920546521142967
0,0,0,0,0,1,1,1,1,0,1,1,1,0,0.0069944373669333865
0,0,0,1,1,1,1,1,0,1,0,0,0,0,0.006961955529273779
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0.006963966139971238
0,1,0,0,0,0,1,1,0,1,1,1,0,0,0.010892601105942331
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.024764815326815615
0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0070244382805530045
1,0,1,0,0,0,1,1,1,0,1,1,1,0,0.10227302321763998
1,1,1,1,1,1,0,1,1,1,0,1,1,0,0.9939959247506426
1,0,0,0,0,1,1,0,1,1,0,0,0,0,0.9940409937086335
0,0,0,1,1,0,0,1,0,1,0,1,0,1,0.02874486439104344
0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.0068965176578675985
0,1,0,1,0,1,0,1,0,1,1,1,1,0,0.013937783593072628
0,1,1,0,1,1,0,1,0,0,1,1,0,0,0.019877156641138004
1,1,1,1,0,0,0,1,1,1,1,0,0,1,0.9969649928844881
1,0,0,0,0,0,1,1,0,0,0,1,0,1,0.9920522011453136
0,0,0,1,0,0,1,1,1,0,1,1,0,1,0.0048680503459918876
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0009653958780937048
1,0,1,0,0,1,0,0,0,1,1,0,0,1,0.9920326553975954
1,0,0,0,1,0,0,1,1,0,1,1,1,1,0.9939936367526405
1,0,0,1,1,0,0,0,1,1,1,0,1,0,0.9940504723642997
1,0,1,0,0,0,1,0,0,1,0,1,1,0,0.10328225957050897
1,0,0,0,0,0,1,1,1,1,1,0,1,1,0.9921253889838617
1,1,0,0,1,0,0,0,1,1,1,1,1,1,0.9960122995517601
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.6980608208930491
1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.9940947682089282
0,0,1,1,0,1,1,1,1,0,1,1,1,1,0.005923817021879216
1,1,1,1,1,1,1,1,0,1,0,0,0,0,0.9939426665628407
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.9930404192861214
1,1,1,1,0,0,0,1,1,1,1,0,0,0,0.9958471670145382
1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.993014882453287
1,1,1,1,0,1,1,0,1,0,1,0,0,1,0.1806939848706661
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.9940201303882463
1,0,0,0,0,0,1,1,1,1,0,1,1,1,0.992095640051296
1,0,1,1,0,1,1,0,1,1,1,1,1,0,0.9940053521020901
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.006022719592647501
0,1,1,0,1,0,1,0,1,1,0,1,1,1,0.02190739269846945
0,1,0,1,0,1,1,1,1,0,0,0,0,0,0.011941781873485588
0,1,1,1,0,1,1,0,0,1,0,0,1,0,0.010925343607987888
1,0,0,1,0,0,1,1,1,1,1,1,0,0,0.998006036630894
