spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
1,0,0,0,1,1,1,1,0,0,1,1,1,0,0.9920498762884887
1,1,1,0,0,0,1,0,1,0,0,1,0,0,0.9940052519326192
0,0,1,0,0,1,1,1,1,1,0,0,1,1,0.007018962526786872
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0010170738799199263
1,0,1,1,1,1,0,1,1,1,1,1,0,0,0.99199642823289
0,1,1,0,1,1,0,1,1,1,0,0,0,1,0.0198095609741467
1,0,0,1,1,0,1,1,1,1,0,1,1,0,0.9940429780389617
1,0,1,0,0,0,0,0,0,1,1,1,1,1,0.9940468917198398
0,0,0,0,1,1,0,1,1,0,1,0,1,0,0.006926264412763803
1,1,0,1,0,0,1,1,1,1,0,0,1,1,0.9979441985691122
1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.9950320322915878
0,0,1,1,0,0,1,0,1,1,0,0,1,1,0.006967975281556266
0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.006903300966669861
1,1,0,1,0,1,1,1,1,0,0,1,1,0,0.9940599770373445
0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0020557385264345757
1,1,1,0,1,0,0,1,0,1,1,1,1,0,0.9960214865418281
1,0,1,0,0,1,0,1,1,0,1,1,0,1,0.992020039504184
0,1,1,0,0,1,0,1,1,0,0,0,1,1,0.011912469127763795
1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.9940238152001241
0,1,0,0,1,0,1,1,1,1,0,1,1,0,0.021810333337873532
0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.023843645091427404
1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.9939556224657213
1,0,1,1,1,1,0,1,0,1,0,1,0,1,0.9920843911099846
1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.9939422082052598
1,0,1,1,1,0,1,0,1,1,0,0,0,1,0.9951748834191004
0,0,0,1,0,1,0,0,1,1,1,0,0,0,0.0069315183863832225
1,0,0,0,0,1,0,1,1,0,1,0,1,0,0.992073294064124
0,1,1,1,0,1,1,1,0,1,0,1,0,0,0.012890463387626436
1,1,1,0,0,1,0,1,1,0,1,1,1,1,0.9920936302675646
0,1,0,1,0,0,0,0,1,1,1,0,1,0,0.0029173892576126923
1,0,1,0,0,0,1,1,0,0,1,1,0,1,0.10326718019950896
0,0,1,0,0,0,0,1,0,1,1,1,1,0,0.0010398400060902507
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.993041250841757
1,0,1,0,1,1,1,0,0,1,0,0,0,0,0.99204706363275
1,1,1,1,1,1,1,1,0,1,1,0,1,0,0.9921444548635513
1,1,0,0,0,0,1,0,0,1,0,1,1,0,0.9939360052967229
0,1,0,1,1,0,1,1,1,1,1,0,1,1,0.003937072717780998
0,0,1,0,0,0,1,1,1,1,0,1,1,0,0.004974379149643076
1,0,0,1,1,1,0,0,1,1,0,1,1,1,0.9930219501225475
