Iteration,WindowSize,CompressionLevel,Performance
189,13,1,1.514
190,19,8,11.508
191,16,0,1.59
192,15,7,6.39
193,14,10,301.488
194,18,11,279.692
195,21,0,1.604
196,14,0,1.472
197,17,3,2.564
198,20,6,10.658
199,12,4,3.004
200,14,0,1.472
201,11,2,1.998
202,10,5,3.306
203,24,9,108.602
204,23,1,1.572
205,14,8,6.086
206,22,0,1.596
207,13,7,5.554
208,16,10,285.0
209,19,0,1.614
210,14,11,301.078
211,15,0,1.534
212,18,3,2.562
213,21,6,10.46
214,14,4,2.894
215,17,0,1.606
216,20,2,2.088
217,14,5,4.678
218,12,9,6.47
219,11,1,1.526
220,10,8,5.046
221,24,0,1.574
222,14,7,5.896
223,23,10,318.954
224,22,0,1.596
225,13,11,315.078
226,14,0,1.472
227,14,0,1.472
228,14,0,1.472
229,14,0,1.472
230,14,0,1.472
231,14,0,1.472
232,14,0,1.472
233,14,0,1.472
234,19,0,1.614
235,16,0,1.59
236,15,3,2.392
237,14,6,4.874
238,18,4,2.824
239,21,0,1.604
240,14,2,1.9
241,17,5,5.886
242,20,9,17.4
243,12,0,1.528
244,14,1,1.46
245,11,1,1.526
246,14,1,1.46
247,14,1,1.46
248,14,1,1.46
249,24,1,1.57
250,10,1,1.666
251,14,1,1.46
252,23,1,1.572
253,22,1,1.586
254,13,1,1.514
255,16,1,1.598
256,19,1,1.604
257,14,1,1.46
258,15,1,1.52
259,14,1,1.46
260,18,1,1.63
261,21,1,1.598
262,17,1,1.612
263,14,1,1.46
264,20,1,1.636
265,12,1,1.542
266,11,1,1.526
267,14,1,1.46
268,10,1,1.666
269,24,1,1.57
270,14,1,1.46
271,23,1,1.572
272,22,1,1.586
273,13,1,1.514
274,14,1,1.46
275,19,1,1.604
276,16,1,1.598
277,15,1,1.52
278,14,1,1.46
279,18,1,1.63
280,21,8,18.874
281,14,7,5.896
282,17,1,1.612
283,20,10,246.512
284,14,11,301.078
285,12,1,1.542
286,11,3,2.476
287,24,6,10.176
288,14,4,2.894
289,10,1,1.666
290,23,2,2.032
291,22,5,7.198
292,14,9,7.404
293,13,1,1.514
294,16,8,7.548
295,19,1,1.604
296,14,7,5.896
297,15,10,291.618
298,18,11,279.692
299,21,1,1.598
