Iteration,WindowSize,CompressionLevel,Performance
220,10,0,1.662
221,19,9,14.048
222,14,4,2.894
223,21,7,15.806
224,12,0,1.528
225,16,8,7.548
226,14,0,1.472
227,14,0,1.472
228,14,0,1.472
229,14,0,1.472
230,14,0,1.472
231,14,0,1.472
232,14,0,1.472
233,14,0,1.472
234,14,0,1.472
235,24,0,1.574
236,17,0,1.606
237,14,11,301.078
238,22,6,10.266
239,15,0,1.534
240,11,3,2.476
241,18,2,2.094
242,14,5,4.678
243,20,10,246.512
244,14,0,1.472
245,23,9,63.68
246,10,4,3.02
247,19,0,1.614
248,14,7,5.896
249,21,0,1.604
250,14,8,6.086
251,12,0,1.528
252,16,11,284.296
253,24,6,10.176
254,17,3,2.564
255,14,0,1.472
256,22,2,2.05
257,15,5,5.072
258,11,10,343.594
259,18,0,1.628
260,14,9,7.404
261,20,4,2.808
262,14,0,1.472
263,23,7,20.474
264,10,0,1.662
265,19,8,11.508
266,14,0,1.472
267,21,11,244.72
268,14,6,4.874
269,12,0,1.528
270,16,3,2.508
271,24,2,2.04
272,17,5,5.886
273,14,0,1.472
274,22,10,256.21
275,15,9,8.084
276,11,0,1.526
277,14,4,2.894
278,18,7,8.628
279,20,0,1.63
280,14,8,6.086
281,23,0,1.556
282,10,11,363.346
283,19,6,9.336
284,14,0,1.472
285,14,3,2.302
286,21,2,2.06
287,12,5,3.746
288,16,0,1.59
289,24,10,392.744
290,14,9,7.404
291,17,0,1.606
292,22,4,2.748
293,14,7,5.896
294,15,0,1.534
295,11,8,5.042
296,18,0,1.628
297,14,11,301.078
298,20,0,1.63
299,23,6,10.22
