Iteration,WindowSize,CompressionLevel,Performance
104,14,1,1.46
105,14,1,1.46
106,21,11,244.72
107,14,1,1.46
108,20,10,246.512
109,10,1,1.666
110,17,3,2.564
111,16,7,6.998
112,22,2,2.05
113,13,1,1.514
114,15,0,1.534
115,14,5,4.678
116,18,9,11.954
117,12,6,3.846
118,23,8,37.284
119,11,4,3.04
120,24,1,1.57
121,14,11,301.078
122,19,10,258.558
123,14,1,1.46
124,21,3,2.512
125,20,7,12.338
126,10,1,1.666
127,17,2,2.102
128,16,5,5.392
129,22,1,1.586
130,14,0,1.472
131,13,6,4.3
132,15,9,8.084
133,18,8,9.684
134,14,4,2.894
135,12,1,1.542
136,23,11,315.238
137,11,10,343.594
138,24,1,1.57
139,14,3,2.302
140,19,1,1.604
141,14,7,5.896
142,21,2,2.06
143,20,1,1.636
144,10,5,3.306
145,14,0,1.472
146,17,9,10.152
147,16,6,5.77
148,22,8,25.432
149,13,4,2.972
150,15,1,1.52
151,14,11,301.078
152,18,10,279.698
153,12,1,1.542
154,23,3,2.478
155,11,1,1.526
156,24,7,20.228
157,14,2,1.9
158,19,1,1.604
159,14,5,4.678
160,21,0,1.604
161,20,6,10.658
162,14,9,7.404
163,10,8,5.046
164,17,1,1.612
165,16,4,2.77
166,22,11,259.594
167,13,1,1.514
168,14,10,301.488
169,15,3,2.392
170,18,1,1.63
171,12,7,5.266
172,23,2,2.032
173,14,1,1.46
174,11,5,3.49
175,24,0,1.574
176,19,9,14.048
177,14,6,4.874
178,21,8,18.874
179,20,1,1.636
180,14,4,2.894
181,10,11,363.346
182,17,1,1.612
183,16,10,285.0
184,22,1,1.586
185,13,3,2.37
186,14,7,5.896
187,15,2,1.972
188,18,1,1.63
189,12,5,3.746
190,23,0,1.556
191,14,6,4.874
192,11,9,6.286
193,24,1,1.57
194,14,8,6.086
195,19,4,2.8
196,21,11,244.72
197,14,1,1.46
198,20,10,246.512
199,10,1,1.666
200,17,3,2.564
201,16,7,6.998
202,22,2,2.05
203,13,1,1.514
204,14,5,4.678
205,15,0,1.534
206,18,9,11.954
207,12,6,3.846
208,14,1,1.46
209,23,8,37.284
210,11,4,3.04
211,24,1,1.57
212,14,11,301.078
213,19,10,258.558
214,21,1,1.598
215,14,3,2.302
216,20,7,12.338
217,10,2,2.146
218,17,1,1.612
219,16,5,5.392
220,22,0,1.596
221,14,1,1.46
222,13,6,4.3
223,15,9,8.084
224,18,8,9.684
225,14,4,2.894
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,12,1,1.542
234,23,1,1.572
235,11,11,343.996
236,14,1,1.46
237,24,10,392.744
238,19,1,1.604
239,14,3,2.302
240,21,7,15.806
241,20,2,2.088
242,14,1,1.46
243,10,5,3.306
244,17,0,1.606
245,16,1,1.598
246,22,9,34.292
247,13,6,4.3
248,14,8,6.086
249,15,4,2.834
250,18,1,1.63
251,14,11,301.078
252,12,10,328.816
253,23,1,1.572
254,11,3,2.476
255,24,1,1.57
256,14,7,5.896
257,14,1,1.46
258,14,1,1.46
259,19,2,2.1
260,21,1,1.598
261,20,5,7.45
262,10,0,1.662
263,14,6,4.874
264,17,9,10.152
265,16,8,7.548
266,22,4,2.748
267,13,11,315.078
268,15,10,291.618
269,18,1,1.63
270,14,3,2.302
271,12,1,1.542
272,14,1,1.46
273,23,7,20.474
274,11,2,1.998
275,24,1,1.57
276,19,5,7.372
277,14,0,1.472
278,21,9,23.614
279,20,6,10.658
280,14,8,6.086
281,10,4,3.02
282,17,1,1.612
283,16,11,284.296
284,22,1,1.586
285,13,10,313.652
286,14,3,2.302
287,15,1,1.52
288,14,1,1.46
289,18,7,8.628
290,14,2,1.9
291,12,1,1.542
292,23,5,7.178
293,11,0,1.526
294,24,9,108.602
295,19,6,9.336
296,14,8,6.086
297,21,1,1.598
298,20,4,2.808
299,14,11,301.078
