Iteration,WindowSize,CompressionLevel,Performance
147,17,1,1.612
148,14,9,7.404
149,22,2,2.05
150,19,7,10.05
151,12,4,3.004
152,14,11,301.078
153,14,3,2.302
154,21,1,1.598
155,24,1,1.57
156,14,5,4.678
157,15,10,291.618
158,20,6,10.658
159,10,1,1.666
160,11,8,5.042
161,16,1,1.598
162,23,9,63.68
163,14,2,1.9
164,18,7,8.628
165,17,4,2.848
166,22,11,259.594
167,19,1,1.604
168,14,3,2.302
169,12,1,1.542
170,14,5,4.678
171,21,10,244.734
172,14,1,1.46
173,24,6,10.176
174,15,1,1.52
175,20,8,14.64
176,10,0,1.662
177,11,9,6.286
178,16,2,2.026
179,14,7,5.896
180,23,4,2.726
181,18,1,1.63
182,17,11,307.42
183,14,3,2.302
184,22,1,1.586
185,19,5,7.372
186,12,10,328.816
187,14,1,1.46
188,21,6,10.46
189,14,0,1.472
190,24,1,1.57
191,15,8,6.738
192,20,9,17.4
193,10,2,2.146
194,11,7,5.078
195,16,1,1.598
196,14,4,2.894
197,23,11,315.238
198,18,3,2.562
199,17,1,1.612
200,14,5,4.678
201,22,10,256.21
202,19,1,1.604
203,12,6,3.846
204,14,1,1.46
205,21,0,1.604
206,14,8,6.086
207,24,9,108.602
208,15,2,1.972
209,20,7,12.338
210,10,1,1.666
211,14,4,2.894
212,11,11,343.996
213,16,3,2.508
214,23,1,1.572
215,18,5,6.714
216,17,1,1.612
217,14,10,301.488
218,22,6,10.266
219,19,1,1.604
220,12,0,1.528
221,14,8,6.086
222,21,9,23.614
223,14,2,1.9
224,24,1,1.57
225,15,7,6.39
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,14,1,1.46
234,20,1,1.636
235,10,4,3.02
236,11,11,343.996
237,14,3,2.302
238,16,1,1.598
239,23,5,7.178
240,18,1,1.63
241,17,10,307.144
242,14,6,4.874
243,22,1,1.586
244,19,0,1.614
245,12,8,5.318
246,14,1,1.46
247,14,9,7.404
248,21,2,2.06
249,24,7,20.228
250,15,4,2.834
251,14,1,1.46
252,20,11,246.08
253,10,3,2.616
254,11,1,1.526
255,16,5,5.392
256,13,10,313.652
257,14,1,1.46
258,14,1,1.46
259,23,1,1.572
260,14,6,4.874
261,18,1,1.63
262,17,0,1.606
263,14,8,6.086
264,22,9,34.292
265,19,1,1.604
266,12,2,1.988
267,14,7,5.896
268,21,4,2.768
269,14,1,1.46
270,24,11,394.158
271,15,3,2.392
272,20,5,7.45
273,14,1,1.46
274,13,1,1.514
275,10,10,363.364
276,11,6,3.57
277,16,0,1.59
278,14,1,1.46
279,23,8,37.284
280,18,1,1.63
281,17,9,10.152
282,14,2,1.9
283,22,7,19.626
284,19,4,2.8
285,12,1,1.542
286,14,11,301.078
287,14,3,2.302
288,21,1,1.598
289,24,5,7.154
290,14,1,1.46
291,15,10,291.618
292,20,6,10.658
293,13,1,1.514
294,10,0,1.662
295,11,8,5.042
296,16,9,9.094
297,23,2,2.032
298,14,1,1.46
299,18,1,1.63
