Iteration,WindowSize,CompressionLevel,Performance
154,16,8,7.548
155,17,3,2.564
156,12,2,1.988
157,24,11,394.158
158,19,1,1.604
159,14,1,1.46
160,21,10,244.734
161,11,4,3.04
162,14,1,1.46
163,22,6,10.266
164,20,9,17.4
165,18,0,1.628
166,14,5,4.678
167,10,1,1.666
168,15,7,6.39
169,23,8,37.284
170,14,3,2.302
171,13,1,1.514
172,16,11,284.296
173,17,2,2.102
174,12,1,1.542
175,24,10,392.744
176,14,4,2.894
177,19,1,1.604
178,21,6,10.46
179,11,0,1.526
180,14,9,7.404
181,22,1,1.586
182,20,5,7.45
183,14,7,5.896
184,18,8,9.684
185,10,1,1.666
186,23,3,2.478
187,15,2,1.972
188,14,11,301.078
189,13,1,1.514
190,16,10,285.0
191,17,4,2.848
192,12,1,1.542
193,14,6,4.874
194,24,0,1.574
195,19,9,14.048
196,21,1,1.598
197,11,5,3.49
198,14,7,5.896
199,22,8,25.432
200,20,1,1.636
201,14,3,2.302
202,18,11,279.692
203,10,2,2.146
204,15,1,1.52
205,23,10,318.954
206,14,1,1.46
207,13,4,2.972
208,16,6,5.77
209,17,0,1.606
210,14,9,7.404
211,12,1,1.542
212,24,5,7.154
213,19,7,10.05
214,21,8,18.874
215,14,1,1.46
216,11,3,2.476
217,22,2,2.05
218,14,11,301.078
219,20,1,1.636
220,18,10,279.698
221,10,1,1.666
222,14,4,2.894
223,23,6,10.22
224,15,0,1.534
225,13,1,1.514
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,14,1,1.46
234,16,1,1.598
235,17,9,10.152
236,14,5,4.678
237,12,7,5.266
238,24,1,1.57
239,19,8,11.508
240,21,3,2.512
241,14,11,301.078
242,11,2,1.998
243,22,1,1.586
244,14,1,1.46
245,20,10,246.512
246,18,4,2.824
247,10,1,1.666
248,14,6,4.874
249,15,0,1.534
250,23,9,63.68
251,13,5,4.128
252,14,1,1.46
253,16,7,6.998
254,17,8,8.454
255,12,1,1.542
256,24,3,2.478
257,14,1,1.46
258,14,1,1.46
259,14,2,1.9
260,19,11,258.502
261,21,1,1.598
262,14,10,301.488
263,11,1,1.526
264,22,4,2.748
265,14,1,1.46
266,20,6,10.658
267,18,0,1.628
268,10,9,6.246
269,14,1,1.46
270,23,5,7.178
271,15,7,6.39
272,13,1,1.514
273,14,8,6.086
274,16,3,2.508
275,17,11,307.42
276,12,2,1.988
277,14,1,1.46
278,24,1,1.57
279,19,10,258.558
280,21,4,2.768
281,11,6,3.57
282,14,0,1.472
283,22,1,1.586
284,14,1,1.46
285,20,9,17.4
286,18,5,6.714
287,10,7,4.874
288,14,1,1.46
289,15,8,6.738
290,23,3,2.478
291,14,1,1.46
292,13,2,1.942
293,16,11,284.296
294,17,1,1.612
295,14,10,301.488
296,12,4,3.004
297,24,1,1.57
298,19,6,9.336
299,14,0,1.472
