Iteration,WindowSize,CompressionLevel,Performance
141,23,5,7.178
142,14,7,5.896
143,22,2,2.05
144,16,0,1.59
145,17,10,307.144
146,14,11,301.078
147,19,3,2.552
148,12,0,1.528
149,10,8,5.046
150,14,9,7.404
151,11,0,1.526
152,20,1,1.636
153,21,4,2.768
154,14,0,1.472
155,18,6,7.51
156,24,5,7.154
157,15,7,6.39
158,13,2,1.942
159,14,0,1.472
160,23,10,318.954
161,22,11,259.594
162,16,0,1.59
163,14,3,2.302
164,17,8,8.454
165,19,9,14.048
166,12,0,1.528
167,14,1,1.46
168,10,1,1.666
169,11,1,1.526
170,14,1,1.46
171,20,1,1.636
172,14,1,1.46
173,21,1,1.598
174,14,1,1.46
175,18,1,1.63
176,24,1,1.57
177,15,1,1.52
178,13,1,1.514
179,14,1,1.46
180,23,1,1.572
181,22,1,1.586
182,16,1,1.598
183,14,1,1.46
184,17,1,1.612
185,19,1,1.604
186,14,1,1.46
187,12,1,1.542
188,10,1,1.666
189,11,1,1.526
190,20,4,2.808
191,14,6,4.874
192,21,5,7.272
193,18,7,8.628
194,24,2,2.04
195,15,10,291.618
196,13,1,1.514
197,14,11,301.078
198,23,3,2.478
199,22,8,25.432
200,14,9,7.404
201,16,1,1.598
202,17,4,2.848
203,19,1,1.604
204,14,6,4.874
205,12,5,3.746
206,10,7,4.874
207,11,2,1.998
208,20,1,1.636
209,14,10,301.488
210,21,11,244.72
211,18,3,2.562
212,24,1,1.57
213,14,8,6.086
214,15,9,8.084
215,13,1,1.514
216,23,4,2.726
217,22,1,1.586
218,14,6,4.874
219,16,5,5.392
220,17,7,7.636
221,14,2,1.9
222,19,1,1.604
223,12,10,328.816
224,10,11,363.346
225,11,1,1.526
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,14,1,1.46
234,14,3,2.302
235,20,1,1.636
236,14,8,6.086
237,21,9,23.614
238,18,1,1.63
239,24,1,1.57
240,14,4,2.894
241,15,6,5.306
242,13,1,1.514
243,23,5,7.178
244,14,7,5.896
245,22,2,2.05
246,16,10,285.0
247,14,1,1.46
248,17,11,307.42
249,19,3,2.552
250,12,1,1.542
251,14,8,6.086
252,10,9,6.246
253,11,1,1.526
254,20,1,1.636
255,14,4,2.894
256,21,6,10.46
257,18,5,6.714
258,24,1,1.57
259,15,7,6.39
260,14,2,1.9
261,13,10,313.652
262,23,1,1.572
263,14,11,301.078
264,22,3,2.5
265,16,1,1.598
266,17,8,8.454
267,14,9,7.404
268,19,1,1.604
269,12,1,1.542
270,14,4,2.894
271,10,6,3.386
272,11,1,1.526
273,20,5,7.45
274,14,7,5.896
275,21,2,2.06
276,18,1,1.63
277,24,10,392.744
278,14,11,301.078
279,15,3,2.392
280,13,1,1.514
281,23,8,37.284
282,22,9,34.292
283,14,1,1.46
284,16,4,2.77
285,14,1,1.46
286,17,6,6.34
287,19,1,1.604
288,12,5,3.746
289,14,7,5.896
290,10,2,2.146
291,11,1,1.526
292,20,10,246.512
293,14,11,301.078
294,21,1,1.598
295,18,3,2.562
296,24,8,38.644
297,14,9,7.404
298,15,1,1.52
299,13,1,1.514
