Iteration,WindowSize,CompressionLevel,Performance
241,14,1,1.46
242,10,8,5.046
243,11,2,1.998
244,14,1,1.46
245,20,7,12.338
246,24,5,7.154
247,12,6,3.846
248,14,1,1.46
249,19,10,258.558
250,15,11,292.192
251,14,1,1.46
252,18,4,2.824
253,23,3,2.478
254,22,1,1.586
255,16,9,9.094
256,14,1,1.46
257,21,8,18.874
258,17,2,2.102
259,14,1,1.46
260,10,7,4.874
261,11,5,3.49
262,14,6,4.874
263,20,1,1.636
264,24,10,392.744
265,12,11,328.552
266,14,1,1.46
267,19,4,2.8
268,14,1,1.46
269,15,3,2.392
270,18,9,11.954
271,23,1,1.572
272,14,8,6.086
273,22,1,1.586
274,16,2,2.026
275,14,7,5.896
276,21,5,7.272
277,17,1,1.612
278,10,6,3.386
279,14,10,301.488
280,11,1,1.526
281,20,11,246.08
282,24,4,2.708
283,14,1,1.46
284,12,3,2.426
285,13,9,6.862
286,14,1,1.46
287,19,8,11.508
288,15,1,1.52
289,18,2,2.094
290,14,7,5.896
291,23,1,1.572
292,22,5,7.198
293,16,6,5.77
294,14,10,301.488
295,21,1,1.598
296,17,11,307.42
297,14,1,1.46
298,10,4,3.02
299,11,3,2.476
