Iteration,WindowSize,CompressionLevel,Performance
131,16,9,9.094
132,21,3,2.512
133,13,11,315.078
134,23,0,1.556
135,22,7,19.626
136,10,1,1.666
137,18,10,279.698
138,11,0,1.526
139,13,8,5.62
140,12,0,1.528
141,19,6,9.336
142,13,4,2.972
143,17,5,5.886
144,14,2,1.9
145,20,0,1.63
146,24,9,108.602
147,13,3,2.37
148,15,11,292.192
149,16,0,1.59
150,21,1,1.598
151,13,7,5.554
152,23,0,1.556
153,22,10,256.21
154,11,8,5.042
155,10,0,1.662
156,13,6,4.3
157,18,4,2.824
158,12,2,1.988
159,13,0,1.514
160,19,5,7.372
161,17,9,10.152
162,14,3,2.302
163,20,0,1.63
164,13,11,315.078
165,24,1,1.57
166,15,7,6.39
167,16,0,1.59
168,21,10,244.734
169,13,8,5.62
170,23,0,1.556
171,22,6,10.266
172,13,4,2.972
173,10,0,1.662
174,11,5,3.49
175,18,2,2.094
176,13,9,6.862
177,12,3,2.426
178,19,0,1.614
179,17,11,307.42
180,14,1,1.46
181,14,1,1.46
182,14,1,1.46
183,14,1,1.46
184,14,1,1.46
185,14,1,1.46
186,14,1,1.46
187,14,1,1.46
188,14,1,1.46
189,14,1,1.46
190,14,1,1.46
191,14,1,1.46
192,14,1,1.46
193,14,1,1.46
194,14,1,1.46
195,14,1,1.46
196,14,1,1.46
197,14,1,1.46
198,14,1,1.46
199,14,1,1.46
200,14,1,1.46
201,20,1,1.636
202,24,1,1.57
203,15,7,6.39
204,16,1,1.598
205,21,10,244.734
206,14,8,6.086
207,23,1,1.572
208,22,6,10.266
209,11,4,3.04
210,10,2,2.146
211,18,5,6.714
212,14,9,7.404
213,12,3,2.426
214,19,1,1.604
215,17,11,307.42
216,14,7,5.896
217,20,1,1.636
218,24,10,392.744
219,15,8,6.738
220,16,1,1.598
221,21,6,10.46
222,14,4,2.894
223,23,2,2.032
224,22,5,7.198
225,11,1,1.526
226,14,1,1.46
227,14,1,1.46
228,14,1,1.46
229,14,1,1.46
230,14,1,1.46
231,14,1,1.46
232,14,1,1.46
233,14,1,1.46
234,10,9,6.246
235,18,3,2.562
236,14,1,1.46
237,12,11,328.552
238,19,1,1.604
239,14,7,5.896
240,17,1,1.612
241,14,10,301.488
242,20,8,14.64
243,24,1,1.57
244,15,6,5.306
245,16,4,2.77
246,14,1,1.46
247,21,2,2.06
248,23,5,7.178
249,22,9,34.292
250,14,3,2.302
251,11,1,1.526
252,10,11,363.346
253,18,1,1.63
254,14,7,5.896
255,12,10,328.816
256,19,1,1.604
257,14,8,6.086
258,17,1,1.612
259,14,6,4.874
260,20,4,2.808
261,24,1,1.57
262,15,2,1.972
263,16,5,5.392
264,14,9,7.404
265,21,3,2.512
266,23,1,1.572
267,14,11,301.078
268,22,1,1.586
269,11,7,5.078
270,10,1,1.666
271,14,10,301.488
272,18,8,9.684
273,12,1,1.542
274,14,6,4.874
275,19,4,2.8
276,17,1,1.612
277,14,2,1.9
278,20,5,7.45
279,24,9,108.602
280,15,1,1.52
281,14,3,2.302
282,16,11,284.296
283,21,1,1.598
284,14,7,5.896
285,23,1,1.572
286,22,10,256.21
287,11,8,5.042
288,10,1,1.666
289,14,6,4.874
290,18,4,2.824
291,12,1,1.542
292,14,2,1.9
293,19,5,7.372
294,17,1,1.612
295,14,9,7.404
296,20,3,2.546
297,24,11,394.158
298,15,1,1.52
299,14,7,5.896
